,User,Content,Like_Count,Quote_Count,Reply_Count,Date,content_words,words,neg,neu,pos,compound,label
973,759,"@WallStreetSilv Only 30% of the world economy is REAL money or gold.
70% is speculation, credit and illusion.
COVID cut credit and ceased the illusion.  The Wheel stopped.
Now we wil see *WHO REALLY* has the money and who doesn't.
...WAIT FOR IT....",0,0,0,2023-03-16,wallstreetsilv economy real money gold speculation credit illusioncovid cut credit ceased illusion wheel stoppednow wil see really money doesntwait,"['wallstreetsilv', 'economy', 'real', 'money', 'gold', 'speculation', 'credit', 'illusioncovid', 'cut', 'credit', 'ceased', 'illusion', 'wheel', 'stoppednow', 'wil', 'see', 'really', 'money', 'doesntwait']",0.09,0.687,0.223,0.4767,positive
974,2343,They should be happy they even get a retirement....with the state of the world economy... they'll need to work longer.,1,0,1,2023-03-16,happy even get retirementwith state economy theyll need work longer,"['happy', 'even', 'get', 'retirementwith', 'state', 'economy', 'theyll', 'need', 'work', 'longer']",0.0,0.709,0.291,0.5719,positive
975,759,"@nickgerli1 Only 30% of the world economy is REAL money or gold.
70% is speculation, credit and illusion.
COVID cut credit and ceased the illusion.  The Wheel stopped.
Now we wil see *WHO REALLY* has the money and who doesn't.
...WAIT FOR IT....",0,0,0,2023-03-16,economy real money gold speculation credit illusioncovid cut credit ceased illusion wheel stoppednow wil see really money doesntwait,"['economy', 'real', 'money', 'gold', 'speculation', 'credit', 'illusioncovid', 'cut', 'credit', 'ceased', 'illusion', 'wheel', 'stoppednow', 'wil', 'see', 'really', 'money', 'doesntwait']",0.094,0.673,0.233,0.4767,positive
976,2048,"@wtd814 @SillySaltyAFVet @Simi28_ Democrats control so much of the world economy to affect global economics, it’s crazy.  Patriots voted trump out of office and will keep him out as well. #BLUEpatriot",0,0,0,2023-03-16,sillysaltyafvet democrats control economy affect global economics it’s crazy patriots voted trump office keep well bluepatriot,"['sillysaltyafvet', 'democrats', 'control', 'economy', 'affect', 'global', 'economics', 'it’s', 'crazy', 'patriots', 'voted', 'trump', 'office', 'keep', 'well', 'bluepatriot']",0.13,0.757,0.114,-0.0772,negative
977,1203,credit suisse: US stocks: Dow down over 400 points as Credit Suisse renews bank worries – The Economic Times Video #FederalReserve #WorldEconomy #Fed #FederalReserveBank #MarketNews https://t.co/lSBc19nl5q,0,0,0,2023-03-16,credit suisse us stocks dow points credit suisse renews bank worries – economic times video federalreserve worldeconomy fed federalreservebank marketnews,"['credit', 'suisse', 'us', 'stocks', 'dow', 'points', 'credit', 'suisse', 'renews', 'bank', 'worries', '–', 'economic', 'times', 'video', 'federalreserve', 'worldeconomy', 'fed', 'federalreservebank', 'marketnews']",0.117,0.667,0.217,0.34,positive
978,1405,"So Elon and a couple friends think they can destroy the world economy and make everything worthless and cause the collapse of society? I’m sure all the oligarches are all ok with this. Who are the peeps…Bannon, Putin, MBS? Karma is coming for them all.",0,0,0,2023-03-16,elon couple friends think destroy economy make everything worthless cause collapse society i’m sure oligarches ok peeps…bannon putin mbs karma coming,"['elon', 'couple', 'friends', 'think', 'destroy', 'economy', 'make', 'everything', 'worthless', 'cause', 'collapse', 'society', 'i’m', 'sure', 'oligarches', 'ok', 'peeps…bannon', 'putin', 'mbs', 'karma', 'coming']",0.298,0.466,0.236,-0.4588,negative
979,2046,@elonmusk @syndrome22q1 @elonmusk your an inspiration to so many and your relentless support you give to your family and the world economy is amazing. Which is evident you passionately pursuing your dreams!,0,0,0,2023-03-16,elonmusk elonmusk inspiration relentless support give family economy amazing evident passionately pursuing dreams,"['elonmusk', 'elonmusk', 'inspiration', 'relentless', 'support', 'give', 'family', 'economy', 'amazing', 'evident', 'passionately', 'pursuing', 'dreams']",0.0,0.289,0.711,0.9451,positive
980,1703,"@EdKrassen That makes it okay that the Biden administration destroyed the world economy, started World War Three and ruined the United States?",0,0,0,2023-03-16,edkrassen makes okay biden administration destroyed economy started war three ruined united states,"['edkrassen', 'makes', 'okay', 'biden', 'administration', 'destroyed', 'economy', 'started', 'war', 'three', 'ruined', 'united', 'states']",0.445,0.349,0.205,-0.7579,negative
981,1982,"@DanBaco72404916 @JanCM1111 @pigpence1 @NickAdamsinUSA I'll leave you with this. When you see a one world government (pay attention to WEF, WHO, and UN), a one world economy (watch coming CB digital currencies and how they evolve), and a one world religion (watch current Vatican efforts such as the new complex in Dubai). Read a Bible",0,0,1,2023-03-16,nickadamsinusa ill leave see one government pay attention wef un one economy watch coming cb digital currencies evolve one religion watch current vatican efforts new complex dubai read bible,"['nickadamsinusa', 'ill', 'leave', 'see', 'one', 'government', 'pay', 'attention', 'wef', 'un', 'one', 'economy', 'watch', 'coming', 'cb', 'digital', 'currencies', 'evolve', 'one', 'religion', 'watch', 'current', 'vatican', 'efforts', 'new', 'complex', 'dubai', 'read', 'bible']",0.172,0.828,0.0,-0.5267,negative
982,593,"@council_of_50 @KSL_Matt @CA_DWR Unless Sacramento decreases the population, or creates more fresh water, and builds more water storage and transmission infrastructure, the end result will be a 3rd World economy and  society. It's math.",0,0,0,2023-03-16,kslmatt cadwr unless sacramento decreases population creates fresh water builds water storage transmission infrastructure end result economy society math,"['kslmatt', 'cadwr', 'unless', 'sacramento', 'decreases', 'population', 'creates', 'fresh', 'water', 'builds', 'water', 'storage', 'transmission', 'infrastructure', 'end', 'result', 'economy', 'society', 'math']",0.0,0.794,0.206,0.5267,positive
983,2963,@meggie_meg26 No president can have control over the world economy,1,0,1,2023-03-16,president control economy,"['president', 'control', 'economy']",0.0,1.0,0.0,0.0,neutral
984,3456,The world economy anytime there is a crisis https://t.co/Jxj99lXWTq,708,5,8,2023-03-16,economy anytime crisis,"['economy', 'anytime', 'crisis']",0.672,0.328,0.0,-0.6249,negative
985,1678,"@Korsier__ @six_ttz @AlboMP Yes, lifting us from #23 world economy to #9 in ten months must be hugely dissappointing for the Lib Crime Junta who thought running up a trillion dollar debt was good.",0,0,1,2023-03-16,korsier sixttz albomp yes lifting us economy ten months must hugely dissappointing lib crime junta thought running trillion dollar debt good,"['korsier', 'sixttz', 'albomp', 'yes', 'lifting', 'us', 'economy', 'ten', 'months', 'must', 'hugely', 'dissappointing', 'lib', 'crime', 'junta', 'thought', 'running', 'trillion', 'dollar', 'debt', 'good']",0.217,0.589,0.194,-0.1689,negative
986,245,I'm beginning to believe that the US govt is willing to destroy the entire world economy as hard and fast as they can in an attempt to break #bitcoin .  LOL. They have already lost. https://t.co/iiA7MYA6Mi,1,0,1,2023-03-16,im beginning believe us govt willing destroy entire economy hard fast attempt break bitcoin lol already lost,"['im', 'beginning', 'believe', 'us', 'govt', 'willing', 'destroy', 'entire', 'economy', 'hard', 'fast', 'attempt', 'break', 'bitcoin', 'lol', 'already', 'lost']",0.313,0.565,0.122,-0.5267,negative
987,765,Can digital nomads bridge the economic gap between countries? #digitalnomad #worldeconomy #equalityofopportunity #digitalnomad  @dnacroatia @NomadsATW,2,0,1,2023-03-16,digital nomads bridge economic gap countries digitalnomad worldeconomy equalityofopportunity digitalnomad dnacroatia nomadsatw,"['digital', 'nomads', 'bridge', 'economic', 'gap', 'countries', 'digitalnomad', 'worldeconomy', 'equalityofopportunity', 'digitalnomad', 'dnacroatia', 'nomadsatw']",0.0,1.0,0.0,0.0,neutral
988,729,Am I misunderstanding this or is Yellen telling us that if you want your money protected you have to fuck around at such a high level it threatens the world economy?,1,0,0,2023-03-16,misunderstanding yellen telling us want money protected fuck around high level threatens economy,"['misunderstanding', 'yellen', 'telling', 'us', 'want', 'money', 'protected', 'fuck', 'around', 'high', 'level', 'threatens', 'economy']",0.422,0.379,0.199,-0.6908,negative
989,1825,"@StocksOnSpaces It really is a world economy, you're not factoring an agenda based economy which is why non-sensical things are happening.",0,0,0,2023-03-16,stocksonspaces really economy youre factoring agenda based economy nonsensical things happening,"['stocksonspaces', 'really', 'economy', 'youre', 'factoring', 'agenda', 'based', 'economy', 'nonsensical', 'things', 'happening']",0.0,1.0,0.0,0.0,neutral
990,1203,Yellen tells Congress US banking system ‘remains sound’ WSB-TV Channel 2 #FederalReserve #WorldEconomy #Crypto [Video] https://t.co/m3O2G6bRG9,0,0,0,2023-03-16,yellen tells congress us banking system ‘remains sound’ wsbtv channel federalreserve worldeconomy crypto,"['yellen', 'tells', 'congress', 'us', 'banking', 'system', '‘remains', 'sound’', 'wsbtv', 'channel', 'federalreserve', 'worldeconomy', 'crypto']",0.0,1.0,0.0,0.0,neutral
991,1300,"@MarkVipond As we know.

Brexit. UK failed state. Economy collapsed. All shivering, scrabbling for turnips, gazing wistfully east at what we've lost.

Undocumented dinghy doctors. You fascist Nazi bastards. UK is a #7 world economy on the up and we can accommodate any chancer who fancies it.",1,0,0,2023-03-16,markvipond knowbrexit uk failed state economy collapsed shivering scrabbling turnips gazing wistfully east weve lostundocumented dinghy doctors fascist nazi bastards uk economy accommodate chancer fancies,"['markvipond', 'knowbrexit', 'uk', 'failed', 'state', 'economy', 'collapsed', 'shivering', 'scrabbling', 'turnips', 'gazing', 'wistfully', 'east', 'weve', 'lostundocumented', 'dinghy', 'doctors', 'fascist', 'nazi', 'bastards', 'uk', 'economy', 'accommodate', 'chancer', 'fancies']",0.382,0.618,0.0,-0.9186,negative
992,1941,@CarmenN1955 Champagne sales could single handedly fix the world economy.,2,0,0,2023-03-16,champagne sales could single handedly fix economy,"['champagne', 'sales', 'could', 'single', 'handedly', 'fix', 'economy']",0.0,0.732,0.268,0.296,positive
993,1556,Remember when libs decimated the world economy and ruined millions of children’s futures because we may not have enough beds in America? Shit was amazing.,1,0,0,2023-03-16,remember libs decimated economy ruined millions children’s futures may enough beds america shit amazing,"['remember', 'libs', 'decimated', 'economy', 'ruined', 'millions', 'children’s', 'futures', 'may', 'enough', 'beds', 'america', 'shit', 'amazing']",0.312,0.512,0.177,-0.4404,negative
994,3172,Remember when a ship got stuck in a canal and the world economy collapsed,8,0,2,2023-03-16,remember ship got stuck canal economy collapsed,"['remember', 'ship', 'got', 'stuck', 'canal', 'economy', 'collapsed']",0.451,0.549,0.0,-0.4767,negative
995,3175,@2GB873 The 90s were a time of the creation of the NWO. The problem is that China used politicians to give the impression they were the good guys. China used the fall of soviet union to manipulate the world economy. Keating got sucked in.,0,0,0,2023-03-16,time creation nwo problem china used politicians give impression good guys china used fall soviet union manipulate economy keating got sucked,"['time', 'creation', 'nwo', 'problem', 'china', 'used', 'politicians', 'give', 'impression', 'good', 'guys', 'china', 'used', 'fall', 'soviet', 'union', 'manipulate', 'economy', 'keating', 'got', 'sucked']",0.199,0.559,0.241,0.0516,positive
996,2238,"@FischerKing64 Of course the world economy would be hurt if the war stops. The world's economy is based on war. It's not just weapons. Plenty to be made in oil, rubber, lumber, chemicals, plastics, PVC pipes, canvas, textiles, steel, aluminum, lead, copper, MREs, etc.",0,0,1,2023-03-16,course economy would hurt war stops worlds economy based war weapons plenty made oil rubber lumber chemicals plastics pvc pipes canvas textiles steel aluminum lead copper mres etc,"['course', 'economy', 'would', 'hurt', 'war', 'stops', 'worlds', 'economy', 'based', 'war', 'weapons', 'plenty', 'made', 'oil', 'rubber', 'lumber', 'chemicals', 'plastics', 'pvc', 'pipes', 'canvas', 'textiles', 'steel', 'aluminum', 'lead', 'copper', 'mres', 'etc']",0.406,0.594,0.0,-0.9403,negative
